order_number,product_key,customer_key,order_date,ship_date,due_date,sales_amount,quantity,price
SO46421,16,14950,2011-12-03,2011-12-10,2011-12-15,699,1,699
SO46432,13,4017,2011-12-05,2011-12-12,2011-12-17,699,1,699
SO46457,22,14948,2011-12-08,2011-12-15,2011-12-20,699,1,699
SO46469,14,8034,2011-12-10,2011-12-17,2011-12-22,699,1,699
SO46470,21,3916,2011-12-10,2011-12-17,2011-12-22,699,1,699
SO46474,13,14945,2011-12-10,2011-12-17,2011-12-22,699,1,699
SO46475,21,9576,2011-12-11,2011-12-18,2011-12-23,699,1,699
SO46478,17,14940,2011-12-11,2011-12-18,2011-12-23,699,1,699
SO46486,14,8902,2011-12-13,2011-12-20,2011-12-25,699,1,699
SO46487,11,3914,2011-12-13,2011-12-20,2011-12-25,699,1,699
SO46493,18,4024,2011-12-15,2011-12-22,2011-12-27,699,1,699
SO46501,18,8519,2011-12-16,2011-12-23,2011-12-28,699,1,699
SO46502,18,8052,2011-12-16,2011-12-23,2011-12-28,699,1,699
SO46504,13,4006,2011-12-16,2011-12-23,2011-12-28,699,1,699
SO46507,20,14942,2011-12-16,2011-12-23,2011-12-28,699,1,699
SO46514,13,8029,2011-12-17,2011-12-24,2011-12-29,699,1,699
SO46515,12,8905,2011-12-17,2011-12-24,2011-12-29,699,1,699
SO46527,15,14941,2011-12-18,2011-12-25,2011-12-30,699,1,699
SO46532,11,8042,2011-12-19,2011-12-26,2011-12-31,699,1,699
SO46551,19,3915,2011-12-21,2011-12-28,2012-01-02,699,1,699
SO46552,18,4018,2011-12-21,2011-12-28,2012-01-02,699,1,699
SO46556,17,14949,2011-12-21,2011-12-28,2012-01-02,699,1,699
SO46563,20,14946,2011-12-22,2011-12-29,2012-01-03,699,1,699
SO46589,17,14947,2011-12-26,2012-01-02,2012-01-07,699,1,699
SO46600,15,8028,2011-12-28,2012-01-04,2012-01-09,699,1,699
SO46676,99,7048,2011-12-29,2012-01-05,2012-01-10,1000,1,1000
SO46677,109,4461,2011-12-29,2012-01-05,2012-01-10,2182,1,2182
SO46678,19,8931,2011-12-29,2012-01-05,2012-01-10,783,1,783
SO46679,102,2063,2011-12-29,2012-01-05,2012-01-10,2182,1,2182
SO46680,109,10194,2011-12-29,2012-01-05,2012-01-10,2182,1,2182
SO46681,81,1350,2011-12-29,2012-01-05,2012-01-10,2049,1,2049
SO46682,79,1356,2011-12-29,2012-01-05,2012-01-10,2049,1,2049
SO46683,83,1572,2011-12-29,2012-01-05,2012-01-10,2071,1,2071
SO46684,97,7126,2011-12-30,2012-01-06,2012-01-11,1000,1,1000
SO46685,104,1948,2011-12-30,2012-01-06,2012-01-11,2182,1,2182
SO46686,22,9578,2011-12-30,2012-01-06,2012-01-11,783,1,783
SO46687,105,4458,2011-12-31,2012-01-07,2012-01-12,2182,1,2182
SO46693,102,2211,2011-12-31,2012-01-07,2012-01-12,2182,1,2182
SO46694,102,2221,2011-12-31,2012-01-07,2012-01-12,2182,1,2182
SO46695,79,9209,2011-12-31,2012-01-07,2012-01-12,2049,1,2049
SO46697,109,10174,2011-12-31,2012-01-07,2012-01-12,2182,1,2182
SO46698,104,10207,2011-12-31,2012-01-07,2012-01-12,2182,1,2182
SO46699,18,14962,2011-12-31,2012-01-07,2012-01-12,783,1,783
SO46700,97,5943,2012-01-01,2012-01-08,2012-01-13,1000,1,1000
SO46701,103,4115,2012-01-01,2012-01-08,2012-01-13,2182,1,2182
SO46703,16,9577,2012-01-01,2012-01-08,2012-01-13,783,1,783
SO46706,82,9187,2012-01-01,2012-01-08,2012-01-13,2071,1,2071
SO46707,16,4200,2012-01-01,2012-01-08,2012-01-13,783,1,783
SO46708,104,10201,2012-01-01,2012-01-08,2012-01-13,2182,1,2182
SO46709,100,8173,2012-01-02,2012-01-09,2012-01-14,1000,1,1000
SO46710,84,485,2012-01-02,2012-01-09,2012-01-14,2071,1,2071
SO46712,102,2780,2012-01-02,2012-01-09,2012-01-14,2182,1,2182
SO46713,109,13779,2012-01-02,2012-01-09,2012-01-14,2182,1,2182
SO46715,103,13977,2012-01-02,2012-01-09,2012-01-14,2182,1,2182
SO46716,103,14047,2012-01-02,2012-01-09,2012-01-14,2182,1,2182
SO46718,80,1571,2012-01-02,2012-01-09,2012-01-14,2049,1,2049
SO46719,81,605,2012-01-03,2012-01-10,2012-01-15,2049,1,2049
SO46720,109,2668,2012-01-03,2012-01-10,2012-01-15,2182,1,2182
SO46722,99,6096,2012-01-03,2012-01-10,2012-01-15,1000,1,1000
SO46726,102,10000,2012-01-03,2012-01-10,2012-01-15,2182,1,2182
SO46728,79,1355,2012-01-03,2012-01-10,2012-01-15,2049,1,2049
SO46729,20,15020,2012-01-03,2012-01-10,2012-01-15,783,1,783
SO46730,105,4101,2012-01-04,2012-01-11,2012-01-16,2182,1,2182
SO46731,109,4102,2012-01-04,2012-01-11,2012-01-16,2182,1,2182
SO46732,99,2993,2012-01-04,2012-01-11,2012-01-16,1000,1,1000
SO46733,103,13782,2012-01-04,2012-01-11,2012-01-16,2182,1,2182
SO46734,103,2061,2012-01-04,2012-01-11,2012-01-16,2182,1,2182
SO46735,109,2227,2012-01-04,2012-01-11,2012-01-16,2182,1,2182
SO46736,80,1342,2012-01-04,2012-01-11,2012-01-16,2049,1,2049
SO46737,83,1347,2012-01-04,2012-01-11,2012-01-16,2071,1,2071
SO46738,81,1577,2012-01-04,2012-01-11,2012-01-16,2049,1,2049
SO46739,102,4700,2012-01-05,2012-01-12,2012-01-17,2182,1,2182
SO46740,105,1981,2012-01-05,2012-01-12,2012-01-17,2182,1,2182
SO46742,79,9207,2012-01-05,2012-01-12,2012-01-17,2049,1,2049
SO46743,102,10184,2012-01-05,2012-01-12,2012-01-17,2182,1,2182
SO46747,80,15128,2012-01-06,2012-01-13,2012-01-18,2049,1,2049
SO46748,80,15253,2012-01-06,2012-01-13,2012-01-18,2049,1,2049
SO46749,83,1351,2012-01-06,2012-01-13,2012-01-18,2071,1,2071
SO46750,104,5055,2012-01-07,2012-01-14,2012-01-19,2182,1,2182
SO46751,104,1935,2012-01-07,2012-01-14,2012-01-19,2182,1,2182
SO46752,13,8932,2012-01-07,2012-01-14,2012-01-19,783,1,783
SO46753,105,10216,2012-01-07,2012-01-14,2012-01-19,2182,1,2182
SO46754,20,14959,2012-01-07,2012-01-14,2012-01-19,783,1,783
SO46755,13,15024,2012-01-07,2012-01-14,2012-01-19,783,1,783
SO46756,98,2994,2012-01-07,2012-01-14,2012-01-19,1000,1,1000
SO46757,83,15175,2012-01-08,2012-01-15,2012-01-20,2071,1,2071
SO46758,100,7131,2012-01-08,2012-01-15,2012-01-20,1000,1,1000
SO46759,102,5034,2012-01-08,2012-01-15,2012-01-20,2182,1,2182
SO46760,100,2987,2012-01-08,2012-01-15,2012-01-20,1000,1,1000
SO46761,22,8925,2012-01-08,2012-01-15,2012-01-20,783,1,783
SO46763,103,2203,2012-01-08,2012-01-15,2012-01-20,2182,1,2182
SO46764,80,15239,2012-01-08,2012-01-15,2012-01-20,2049,1,2049
SO46765,14,4192,2012-01-08,2012-01-15,2012-01-20,783,1,783
SO46767,81,1574,2012-01-08,2012-01-15,2012-01-20,2049,1,2049
SO46768,11,15021,2012-01-08,2012-01-15,2012-01-20,783,1,783
SO46769,104,4703,2012-01-09,2012-01-16,2012-01-21,2182,1,2182
SO46771,104,2069,2012-01-09,2012-01-16,2012-01-21,2182,1,2182
SO46772,103,2162,2012-01-09,2012-01-16,2012-01-21,2182,1,2182
SO46773,109,2174,2012-01-09,2012-01-16,2012-01-21,2182,1,2182
SO46774,103,2226,2012-01-09,2012-01-16,2012-01-21,2182,1,2182
SO46775,82,15250,2012-01-09,2012-01-16,2012-01-21,2071,1,2071
SO46776,80,1357,2012-01-09,2012-01-16,2012-01-21,2049,1,2049
SO46777,84,569,2012-01-10,2012-01-17,2012-01-22,2071,1,2071
SO46778,82,611,2012-01-10,2012-01-17,2012-01-22,2071,1,2071
SO46779,104,4930,2012-01-10,2012-01-17,2012-01-22,2182,1,2182
SO46780,105,1943,2012-01-10,2012-01-17,2012-01-22,2182,1,2182
SO46781,105,1950,2012-01-10,2012-01-17,2012-01-22,2182,1,2182
SO46782,109,1976,2012-01-10,2012-01-17,2012-01-22,2182,1,2182
SO46783,16,8070,2012-01-10,2012-01-17,2012-01-22,783,1,783
SO46784,103,2179,2012-01-10,2012-01-17,2012-01-22,2182,1,2182
SO46785,102,2191,2012-01-10,2012-01-17,2012-01-22,2182,1,2182
SO46786,83,15202,2012-01-10,2012-01-17,2012-01-22,2071,1,2071
SO46787,14,4196,2012-01-10,2012-01-17,2012-01-22,783,1,783
SO46788,79,1343,2012-01-10,2012-01-17,2012-01-22,2049,1,2049
SO46789,79,17507,2012-01-11,2012-01-18,2012-01-23,2049,1,2049
SO46790,105,1931,2012-01-11,2012-01-18,2012-01-23,2182,1,2182
SO46792,102,2084,2012-01-11,2012-01-18,2012-01-23,2182,1,2182
SO46793,103,2215,2012-01-11,2012-01-18,2012-01-23,2182,1,2182
SO46794,102,13978,2012-01-11,2012-01-18,2012-01-23,2182,1,2182
SO46795,81,15235,2012-01-11,2012-01-18,2012-01-23,2049,1,2049
SO46796,80,15248,2012-01-11,2012-01-18,2012-01-23,2049,1,2049
SO46797,109,10198,2012-01-11,2012-01-18,2012-01-23,2182,1,2182
SO46799,109,2663,2012-01-12,2012-01-19,2012-01-24,2182,1,2182
SO46802,16,4189,2012-01-12,2012-01-19,2012-01-24,783,1,783
SO46803,105,2596,2012-01-13,2012-01-20,2012-01-25,2182,1,2182
SO46804,21,8053,2012-01-13,2012-01-20,2012-01-25,783,1,783
SO46805,102,2056,2012-01-13,2012-01-20,2012-01-25,2182,1,2182
SO46807,83,1340,2012-01-13,2012-01-20,2012-01-25,2071,1,2071
SO46808,80,1348,2012-01-13,2012-01-20,2012-01-25,2049,1,2049
SO46809,109,2767,2012-01-14,2012-01-21,2012-01-26,2182,1,2182
SO46812,109,2070,2012-01-14,2012-01-21,2012-01-26,2182,1,2182
SO46813,105,2153,2012-01-14,2012-01-21,2012-01-26,2182,1,2182
SO46814,109,2166,2012-01-14,2012-01-21,2012-01-26,2182,1,2182
SO46815,103,14094,2012-01-14,2012-01-21,2012-01-26,2182,1,2182
SO46817,84,15122,2012-01-14,2012-01-21,2012-01-26,2071,1,2071
SO46820,82,17511,2012-01-15,2012-01-22,2012-01-27,2071,1,2071
SO46821,104,13825,2012-01-15,2012-01-22,2012-01-27,2182,1,2182
SO46822,22,4156,2012-01-15,2012-01-22,2012-01-27,783,1,783
SO46823,21,4194,2012-01-15,2012-01-22,2012-01-27,783,1,783
SO46824,99,13609,2012-01-15,2012-01-22,2012-01-27,1000,1,1000
SO46825,83,1575,2012-01-15,2012-01-22,2012-01-27,2071,1,2071
SO46826,80,1576,2012-01-15,2012-01-22,2012-01-27,2049,1,2049
SO46827,102,2800,2012-01-16,2012-01-23,2012-01-28,2182,1,2182
SO46828,99,2991,2012-01-16,2012-01-23,2012-01-28,1000,1,1000
SO46830,16,8911,2012-01-16,2012-01-23,2012-01-28,783,1,783
SO46832,82,9189,2012-01-16,2012-01-23,2012-01-28,2071,1,2071
SO46833,83,1361,2012-01-16,2012-01-23,2012-01-28,2071,1,2071
SO46834,105,1924,2012-01-16,2012-01-23,2012-01-28,2182,1,2182
SO46835,109,2769,2012-01-17,2012-01-24,2012-01-29,2182,1,2182
SO46836,104,2770,2012-01-17,2012-01-24,2012-01-29,2182,1,2182
SO46837,97,3004,2012-01-17,2012-01-24,2012-01-29,1000,1,1000
SO46838,103,1923,2012-01-17,2012-01-24,2012-01-29,2182,1,2182
SO46839,103,13818,2012-01-17,2012-01-24,2012-01-29,2182,1,2182
SO46841,109,2175,2012-01-17,2012-01-24,2012-01-29,2182,1,2182
SO46842,20,4167,2012-01-17,2012-01-24,2012-01-29,783,1,783
SO46843,103,10169,2012-01-17,2012-01-24,2012-01-29,2182,1,2182
SO46844,79,1344,2012-01-17,2012-01-24,2012-01-29,2049,1,2049
SO46845,79,604,2012-01-18,2012-01-25,2012-01-30,2049,1,2049
SO46846,102,2576,2012-01-18,2012-01-25,2012-01-30,2182,1,2182
SO46847,109,2794,2012-01-18,2012-01-25,2012-01-30,2182,1,2182
SO46848,109,5202,2012-01-18,2012-01-25,2012-01-30,2182,1,2182
SO46851,80,9210,2012-01-18,2012-01-25,2012-01-30,2049,1,2049
SO46852,14,4195,2012-01-18,2012-01-25,2012-01-30,783,1,783
SO46854,103,9998,2012-01-18,2012-01-25,2012-01-30,2182,1,2182
SO46855,105,4118,2012-01-19,2012-01-26,2012-01-31,2182,1,2182
SO46857,109,2065,2012-01-19,2012-01-26,2012-01-31,2182,1,2182
SO46860,109,10181,2012-01-19,2012-01-26,2012-01-31,2182,1,2182
SO46861,104,10215,2012-01-19,2012-01-26,2012-01-31,2182,1,2182
SO46862,81,551,2012-01-20,2012-01-27,2012-02-01,2049,1,2049
SO46863,81,576,2012-01-20,2012-01-27,2012-02-01,2049,1,2049
SO46864,102,5046,2012-01-20,2012-01-27,2012-02-01,2182,1,2182
SO46865,103,4457,2012-01-20,2012-01-27,2012-02-01,2182,1,2182
SO46867,104,2030,2012-01-20,2012-01-27,2012-02-01,2182,1,2182
SO46869,105,2578,2012-01-21,2012-01-28,2012-02-02,2182,1,2182
SO46872,99,8187,2012-01-21,2012-01-28,2012-02-02,1000,1,1000
SO46873,104,10168,2012-01-21,2012-01-28,2012-02-02,2182,1,2182
SO46874,97,13607,2012-01-21,2012-01-28,2012-02-02,1000,1,1000
SO46875,81,471,2012-01-22,2012-01-29,2012-02-03,2049,1,2049
SO46876,103,4085,2012-01-22,2012-01-29,2012-02-03,2182,1,2182
SO46879,105,2225,2012-01-22,2012-01-29,2012-02-03,2182,1,2182
SO46880,15,4168,2012-01-22,2012-01-29,2012-02-03,783,1,783
SO46881,83,1573,2012-01-22,2012-01-29,2012-02-03,2071,1,2071
SO46882,13,14961,2012-01-22,2012-01-29,2012-02-03,783,1,783
SO46883,82,15242,2012-01-22,2012-01-29,2012-02-03,2071,1,2071
SO46885,102,4934,2012-01-23,2012-01-30,2012-02-04,2182,1,2182
SO46886,104,17670,2012-01-23,2012-01-30,2012-02-04,2182,1,2182
SO46887,81,1341,2012-01-23,2012-01-30,2012-02-04,2049,1,2049
SO46888,22,15022,2012-01-23,2012-01-30,2012-02-04,783,1,783
SO46889,98,8174,2012-01-24,2012-01-31,2012-02-05,1000,1,1000
SO46891,22,9593,2012-01-24,2012-01-31,2012-02-05,783,1,783
SO46894,84,15121,2012-01-24,2012-01-31,2012-02-05,2071,1,2071
SO46895,83,15184,2012-01-24,2012-01-31,2012-02-05,2071,1,2071
SO46896,14,4190,2012-01-24,2012-01-31,2012-02-05,783,1,783
SO46899,97,3000,2012-01-25,2012-02-01,2012-02-06,1000,1,1000
SO46900,103,10195,2012-01-25,2012-02-01,2012-02-06,2182,1,2182
SO46901,103,10204,2012-01-25,2012-02-01,2012-02-06,2182,1,2182
SO46902,103,10001,2012-01-25,2012-02-01,2012-02-06,2182,1,2182
SO46903,83,1354,2012-01-25,2012-02-01,2012-02-06,2071,1,2071
SO46904,100,6081,2012-01-26,2012-02-02,2012-02-07,1000,1,1000
SO46905,103,5054,2012-01-26,2012-02-02,2012-02-07,2182,1,2182
SO46909,105,9999,2012-01-26,2012-02-02,2012-02-07,2182,1,2182
SO46910,19,9711,2012-01-27,2012-02-03,2012-02-08,783,1,783
SO46911,104,13833,2012-01-27,2012-02-03,2012-02-08,2182,1,2182
SO46912,104,2178,2012-01-27,2012-02-03,2012-02-08,2182,1,2182
SO46913,103,2213,2012-01-27,2012-02-03,2012-02-08,2182,1,2182
SO46914,84,15246,2012-01-27,2012-02-03,2012-02-08,2071,1,2071
SO46915,81,15277,2012-01-27,2012-02-03,2012-02-08,2049,1,2049
SO46916,18,4197,2012-01-27,2012-02-03,2012-02-08,783,1,783
SO46917,109,10203,2012-01-27,2012-02-03,2012-02-08,2182,1,2182
SO46918,13,15023,2012-01-27,2012-02-03,2012-02-08,783,1,783
SO46919,81,482,2012-01-27,2012-02-03,2012-02-08,2049,1,2049
SO46920,81,610,2012-01-28,2012-02-04,2012-02-09,2049,1,2049
SO46921,109,4455,2012-01-28,2012-02-04,2012-02-09,2182,1,2182
SO46924,103,2204,2012-01-28,2012-02-04,2012-02-09,2182,1,2182
SO46925,102,10166,2012-01-28,2012-02-04,2012-02-09,2182,1,2182
SO46926,104,10170,2012-01-28,2012-02-04,2012-02-09,2182,1,2182
SO46927,81,1349,2012-01-28,2012-02-04,2012-02-09,2049,1,2049
SO46928,84,1359,2012-01-28,2012-02-04,2012-02-09,2071,1,2071
SO47069,98,3018,2012-01-29,2012-02-05,2012-02-10,1000,1,1000
SO47070,100,3026,2012-01-29,2012-02-05,2012-02-10,1000,1,1000
SO47072,12,9063,2012-01-29,2012-02-05,2012-02-10,783,1,783
SO47074,81,15294,2012-01-29,2012-02-05,2012-02-10,2049,1,2049
SO47075,80,1686,2012-01-29,2012-02-05,2012-02-10,2049,1,2049
SO47076,81,1589,2012-01-29,2012-02-05,2012-02-10,2049,1,2049
SO47078,103,2249,2012-01-30,2012-02-06,2012-02-11,2182,1,2182
SO47079,103,2360,2012-01-30,2012-02-06,2012-02-11,2182,1,2182
SO47080,80,15303,2012-01-30,2012-02-06,2012-02-11,2049,1,2049
SO47081,12,4204,2012-01-30,2012-02-06,2012-02-11,783,1,783
SO47082,21,4255,2012-01-30,2012-02-06,2012-02-11,783,1,783
SO47083,18,4289,2012-01-30,2012-02-06,2012-02-11,783,1,783
SO47085,105,5312,2012-01-31,2012-02-07,2012-02-12,2182,1,2182
SO47086,102,2379,2012-01-31,2012-02-07,2012-02-12,2182,1,2182
SO47087,104,2384,2012-01-31,2012-02-07,2012-02-12,2182,1,2182
SO47089,12,4285,2012-01-31,2012-02-07,2012-02-12,783,1,783
SO47090,104,10395,2012-01-31,2012-02-07,2012-02-12,2182,1,2182
SO47091,83,17533,2012-02-01,2012-02-08,2012-02-13,2071,1,2071
SO47094,104,4665,2012-02-01,2012-02-08,2012-02-13,2182,1,2182
SO47096,83,15284,2012-02-01,2012-02-08,2012-02-13,2071,1,2071
SO47098,80,1668,2012-02-01,2012-02-08,2012-02-13,2049,1,2049
SO47099,22,15135,2012-02-01,2012-02-08,2012-02-13,783,1,783
SO47100,80,613,2012-02-02,2012-02-09,2012-02-14,2049,1,2049
SO47101,109,5261,2012-02-02,2012-02-09,2012-02-14,2182,1,2182
SO47104,105,2280,2012-02-02,2012-02-09,2012-02-14,2182,1,2182
SO47105,109,2320,2012-02-02,2012-02-09,2012-02-14,2182,1,2182
SO47107,82,617,2012-02-03,2012-02-10,2012-02-15,2071,1,2071
SO47109,103,17820,2012-02-03,2012-02-10,2012-02-15,2182,1,2182
SO47112,84,9319,2012-02-03,2012-02-10,2012-02-15,2071,1,2071
SO47113,13,4256,2012-02-03,2012-02-10,2012-02-15,783,1,783
SO47114,102,10388,2012-02-03,2012-02-10,2012-02-15,2182,1,2182
SO47116,100,13612,2012-02-03,2012-02-10,2012-02-15,1000,1,1000
SO47117,83,1587,2012-02-03,2012-02-10,2012-02-15,2071,1,2071
SO47118,81,17542,2012-02-03,2012-02-10,2012-02-15,2049,1,2049
SO47120,97,3007,2012-02-04,2012-02-11,2012-02-16,1000,1,1000
SO47121,103,17833,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47122,109,2363,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47123,109,14409,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47124,109,2385,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47125,103,2326,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47126,109,2327,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47127,109,10259,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47129,82,1678,2012-02-04,2012-02-11,2012-02-16,2071,1,2071
SO47130,103,5407,2012-02-05,2012-02-12,2012-02-17,2182,1,2182
SO47131,109,2244,2012-02-05,2012-02-12,2012-02-17,2182,1,2182
SO47132,103,2284,2012-02-05,2012-02-12,2012-02-17,2182,1,2182
SO47133,105,2358,2012-02-05,2012-02-12,2012-02-17,2182,1,2182
SO47134,83,15297,2012-02-05,2012-02-12,2012-02-17,2071,1,2071
SO47135,13,16028,2012-02-05,2012-02-12,2012-02-17,783,1,783
SO47136,105,10390,2012-02-05,2012-02-12,2012-02-17,2182,1,2182
SO47137,109,2349,2012-02-05,2012-02-12,2012-02-17,2182,1,2182
SO47138,105,5309,2012-02-06,2012-02-13,2012-02-18,2182,1,2182
SO47139,103,2239,2012-02-06,2012-02-13,2012-02-18,2182,1,2182
SO47140,84,15291,2012-02-06,2012-02-13,2012-02-18,2071,1,2071
SO47141,109,10226,2012-02-06,2012-02-13,2012-02-18,2182,1,2182
SO47143,81,1685,2012-02-06,2012-02-13,2012-02-18,2049,1,2049
SO47144,13,15034,2012-02-06,2012-02-13,2012-02-18,783,1,783
SO47145,11,15132,2012-02-06,2012-02-13,2012-02-18,783,1,783
SO47146,101,7134,2012-02-07,2012-02-14,2012-02-19,1000,1,1000
SO47147,103,2325,2012-02-07,2012-02-14,2012-02-19,2182,1,2182
SO47148,104,10260,2012-02-07,2012-02-14,2012-02-19,2182,1,2182
SO47149,80,1670,2012-02-07,2012-02-14,2012-02-19,2049,1,2049
SO47152,80,17548,2012-02-08,2012-02-15,2012-02-20,2049,1,2049
SO47153,20,15025,2012-02-08,2012-02-15,2012-02-20,783,1,783
SO47154,15,15134,2012-02-08,2012-02-15,2012-02-20,783,1,783
SO47156,102,17838,2012-02-09,2012-02-16,2012-02-21,2182,1,2182
SO47158,80,15281,2012-02-09,2012-02-16,2012-02-21,2049,1,2049
SO47159,81,15301,2012-02-09,2012-02-16,2012-02-21,2049,1,2049
SO47161,103,10409,2012-02-09,2012-02-16,2012-02-21,2182,1,2182
SO47162,109,10419,2012-02-09,2012-02-16,2012-02-21,2182,1,2182
SO47163,81,1672,2012-02-09,2012-02-16,2012-02-21,2049,1,2049
SO47164,80,1124,2012-02-10,2012-02-17,2012-02-22,2049,1,2049
SO47167,103,2420,2012-02-10,2012-02-17,2012-02-22,2182,1,2182
SO47168,104,2287,2012-02-10,2012-02-17,2012-02-22,2182,1,2182
SO47169,82,15282,2012-02-10,2012-02-17,2012-02-22,2071,1,2071
SO47170,104,10229,2012-02-10,2012-02-17,2012-02-22,2182,1,2182
SO47171,102,10553,2012-02-10,2012-02-17,2012-02-22,2182,1,2182
SO47172,82,1669,2012-02-10,2012-02-17,2012-02-22,2071,1,2071
SO47173,84,1676,2012-02-10,2012-02-17,2012-02-22,2071,1,2071
SO47174,83,1585,2012-02-10,2012-02-17,2012-02-22,2071,1,2071
SO47176,79,493,2012-02-11,2012-02-18,2012-02-23,2049,1,2049
SO47177,97,3023,2012-02-11,2012-02-18,2012-02-23,1000,1,1000
SO47178,98,3027,2012-02-11,2012-02-18,2012-02-23,1000,1,1000
SO47179,104,17849,2012-02-11,2012-02-18,2012-02-23,2182,1,2182
SO47182,83,15299,2012-02-11,2012-02-18,2012-02-23,2071,1,2071
SO47183,15,4201,2012-02-11,2012-02-18,2012-02-23,783,1,783
SO47184,105,10381,2012-02-11,2012-02-18,2012-02-23,2182,1,2182
SO47185,84,1134,2012-02-11,2012-02-18,2012-02-23,2071,1,2071
SO47186,109,2807,2012-02-12,2012-02-19,2012-02-24,2182,1,2182
SO47187,99,7135,2012-02-12,2012-02-19,2012-02-24,1000,1,1000
SO47188,101,8254,2012-02-12,2012-02-19,2012-02-24,1000,1,1000
SO47189,102,17819,2012-02-12,2012-02-19,2012-02-24,2182,1,2182
SO47191,105,2383,2012-02-12,2012-02-19,2012-02-24,2182,1,2182
SO47192,109,5329,2012-02-12,2012-02-19,2012-02-24,2182,1,2182
SO47193,18,9163,2012-02-12,2012-02-19,2012-02-24,783,1,783
SO47194,104,2270,2012-02-12,2012-02-19,2012-02-24,2182,1,2182
SO47195,109,2356,2012-02-12,2012-02-19,2012-02-24,2182,1,2182
SO47196,81,15287,2012-02-12,2012-02-19,2012-02-24,2049,1,2049
SO47197,104,10219,2012-02-12,2012-02-19,2012-02-24,2182,1,2182
SO47199,21,9052,2012-02-13,2012-02-20,2012-02-25,783,1,783
SO47200,102,2248,2012-02-13,2012-02-20,2012-02-25,2182,1,2182
SO47201,84,15278,2012-02-13,2012-02-20,2012-02-25,2071,1,2071
SO47202,84,15286,2012-02-13,2012-02-20,2012-02-25,2071,1,2071
SO47204,104,14372,2012-02-14,2012-02-21,2012-02-26,2182,1,2182
SO47205,82,15302,2012-02-14,2012-02-21,2012-02-26,2071,1,2071
SO47206,14,4257,2012-02-14,2012-02-21,2012-02-26,783,1,783
SO47207,16,16044,2012-02-14,2012-02-21,2012-02-26,783,1,783
SO47210,101,13610,2012-02-14,2012-02-21,2012-02-26,1000,1,1000
SO47211,81,1579,2012-02-14,2012-02-21,2012-02-26,2049,1,2049
SO47212,80,1581,2012-02-14,2012-02-21,2012-02-26,2049,1,2049
SO47213,104,5288,2012-02-15,2012-02-22,2012-02-27,2182,1,2182
SO47214,101,8196,2012-02-15,2012-02-22,2012-02-27,1000,1,1000
SO47216,80,15300,2012-02-15,2012-02-22,2012-02-27,2049,1,2049
SO47217,103,10223,2012-02-15,2012-02-22,2012-02-27,2182,1,2182
SO47219,81,1578,2012-02-15,2012-02-22,2012-02-27,2049,1,2049
SO47220,79,1580,2012-02-15,2012-02-22,2012-02-27,2049,1,2049
SO47222,97,15317,2012-02-16,2012-02-23,2012-02-28,1000,1,1000
SO47225,103,2278,2012-02-16,2012-02-23,2012-02-28,2182,1,2182
SO47227,103,14289,2012-02-16,2012-02-23,2012-02-28,2182,1,2182
SO47228,103,2238,2012-02-16,2012-02-23,2012-02-28,2182,1,2182
SO47229,79,15296,2012-02-16,2012-02-23,2012-02-28,2049,1,2049
SO47230,109,10257,2012-02-16,2012-02-23,2012-02-28,2182,1,2182
SO47231,81,565,2012-02-16,2012-02-23,2012-02-28,2049,1,2049
SO47232,102,4628,2012-02-17,2012-02-24,2012-02-29,2182,1,2182
SO47233,105,5251,2012-02-17,2012-02-24,2012-02-29,2182,1,2182
SO47234,101,8261,2012-02-17,2012-02-24,2012-02-29,1000,1,1000
SO47235,103,5318,2012-02-17,2012-02-24,2012-02-29,2182,1,2182
SO47236,99,3024,2012-02-17,2012-02-24,2012-02-29,1000,1,1000
SO47239,109,10385,2012-02-17,2012-02-24,2012-02-29,2182,1,2182
SO47240,97,13613,2012-02-17,2012-02-24,2012-02-29,1000,1,1000
SO47242,81,17541,2012-02-17,2012-02-24,2012-02-29,2049,1,2049
SO47243,11,9713,2012-02-17,2012-02-24,2012-02-29,783,1,783
SO47244,99,8194,2012-02-18,2012-02-25,2012-03-01,1000,1,1000
SO47245,103,5421,2012-02-18,2012-02-25,2012-03-01,2182,1,2182
SO47246,13,9714,2012-02-18,2012-02-25,2012-03-01,783,1,783
SO47247,109,2293,2012-02-18,2012-02-25,2012-03-01,2182,1,2182
SO47248,103,2341,2012-02-18,2012-02-25,2012-03-01,2182,1,2182
SO47249,104,2347,2012-02-18,2012-02-25,2012-03-01,2182,1,2182
SO47250,105,10218,2012-02-18,2012-02-25,2012-03-01,2182,1,2182
SO47251,104,10227,2012-02-18,2012-02-25,2012-03-01,2182,1,2182
SO47252,82,1677,2012-02-18,2012-02-25,2012-03-01,2071,1,2071
SO47253,84,1684,2012-02-18,2012-02-25,2012-03-01,2071,1,2071
SO47254,14,4277,2012-02-19,2012-02-26,2012-03-02,783,1,783
SO47255,79,562,2012-02-19,2012-02-26,2012-03-02,2049,1,2049
